geometry,addr:city,addr:postcode,addr:street,amenity,name,access:covid19,addr:village,brand,brand:wikidata,brand:wikipedia,delivery:covid19,healthcare,shop,takeaway:covid19,addr:housename,branch,opening_hours,smoking,smoking:outdoors,brand:facebook,brand:website,old_name,operator,addr:housenumber,alt_name,internet_access,phone,start_date,website,denomination,religion,level,operator:type,phone:alternate,name:tl,laundry_service,self_service,opening_hours:covid19,ref:vatin,ref,taxi_vehicle,cuisine,delivery,access,shelter_type,capacity,fee,parking,surface,air_conditioning,check_date,name:ar,name:en,name:es,name:ko,name:ru,payment:cash,payment:gcash,payment:maya,ref:branch,takeaway,takeout,cash_in,currency:PHP,currency:others,drive_through,network,name:abbr,source,backrest,microbrewery,outdoor_seating,wheelchair,material,female,male,gambling,natural,office,room,public_transport,cash_out,cheque_in,language:en,language:others,location,network:wikidata,facebook,frequency,on_air:frequency,operator:wikidata,studio,wikidata,wikipedia,second_hand,osm_id,timestamp,type,official_name,addr:province,addr:room,addr:door,atm,name:zh,addr:street:corner,toilets,service:bicycle:fixie,bicycle_parking,delivery:partner,payment:alipay,payment:grabpay,payment:mastercard,payment:mastercard_debit,payment:visa,payment:visa_debit,payment:wechat,organic,addr:quarter,service:bicycle:repair,service:bicycle:retail,closed,addr:full,not:operator:wikidata,service,addr:barangay,addr:town,building,landuse,emergency,fuel:diesel,fuel:e10,fuel:octane_91,fuel:octane_95,addr:place,building:levels,note:es,contact:mobile,email,changing_table,toilets:disposal,government,loc_name,short_name,addr:unit,abbr_name,description,clothes,seats,contact:phone,indoor,social_facility,social_facility:for,contact:email,dispensing,police,food,trade,contact:facebook,lgbtq,addr:floor,payment:pluxee,fax,internet_access:fee,internet_access:ssid,fast_food,unisex,computer:repair,mobile_phone:repair,healthcare:speciality,repair,covered,operator:en,operator:short,operator:tl,vending,diet:meat,bus,addr:district,mobile,place,note,roof:colour,building:material,building:underground,roof:material,roof:shape,theatre:type,townhall:type,tourism,leisure,wikimedia_commons,height,man_made,tower:type,isced:level,addr:neighbourhood,population:pupils:2012,population:pupils:2015,source:date,residential,layer,duplicate,previously,disused:amenity,device_charging,device_charging:capacity,device_charging:fee,postal_code,ref:doh,nohousenumber,sport,capacity:disabled,barrier,grades,name:etymology,name:etymology:wikidata,old_name:1904-09-26--2016-09-12,old_name:etymology,monitoring:weather,building:use,reservation,old_addr:housenumber,ele,payment:credit_cards,service:vehicle:sale,name:description,addr:hamlet,addr:state,building:levels:underground,not:brand:wikidata,hazard,crop,building:min_level,fuel:octane_100,wikipedia:en,roof:levels,roof:orientation,building:repair,place_of_worship,abandoned:amenity,supervised,end_date,addr:old,house,addr:municipality,education,old_name:en,old_name:tl,brand:instagram,brand:twitter,fuel:octane_97,smoothness,motorcycle:repair,motorcycle:sales,club,information,diet:vegan,addr:country,drinking_water,fountain,building:height,construction,disused:building,building:flats,produce,area,aquaculture,water,fuel:octane_93,vehicle,bench,lit,diet:beef,payment:e-load,beauty,communication:mobile_phone,tower:construction,trees,power,substation,voltage,denomination:wikidata,place:PH,centroid,x,y
POINT (121.2431612 14.1725362),Los Baños,4031,Lopez Avenue,pharmacy,Generika Drugstore,yes,Batong Malake,,,,no,pharmacy,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2431612 14.1725362),121.2431612,14.1725362
POINT (121.2430562 14.1725504),Los Baños,4031,Halcon Street,,Alexis Shoe Salon,,,,,,,,shoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2430562 14.1725504),121.2430562,14.1725504
POINT (121.2430166 14.1726334),Los Baños,4031,Halcon Street,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,auto_rickshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2430166 14.1726334),121.2430166,14.1726334
POINT (121.2427732 14.1725294),Los Baños,4031,Halcon Street,restaurant,Big Nico's,,,,,,,,,,Montefiore Commercial Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2427732 14.1725294),121.2427732,14.1725294
POINT (121.2436264 14.170526),Los Baños,4031,Lopez Avenue,restaurant,Onyang's Street Wings,,,,,,,,,,,,,no,,,,,,,,,,2015-02-07,,,,0,,,,,,,,,,burger,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2436264 14.170526),121.2436264,14.170526
POINT (121.2444695 14.1691999),Los Baños,4031,Lopez Avenue,,Ferd's Grill Express,,,,,,,,food,,LB Square,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2444695 14.1691999),121.2444695,14.1691999
POINT (121.2430387 14.1740148),Los Baños,4030,Lopez Avenue,,Ricarea Merchandising,,,,,,,,stationery,,,,,,,,,,,9470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2430387 14.1740148),121.2430387,14.1740148
POINT (121.2312436 14.1630803),,,,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2312436 14.1630803),121.2312436,14.1630803
POINT (121.2325288 14.164046),Los Baños,4031,Jose R. Velasco Avenue,place_of_worship,Yuhyang Presbyterian Church,,,,,,,,,,,,,,,,,,,11070,,,,,,presbyterian,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2325288 14.164046),121.2325288,14.164046
POINT (121.2458517 14.1562636),Los Baños,4031,Mariano M. Mondoñedo Avenue,,DTRI Dairy Bar,,,,,,,,convenience,,,,Mo-Fr 07:00-18:00; Sa 07:00-17:00; Su 07:00-12:00; Jun 08:00-14:00; Jan 1 07:00-17:00; Jun 12 07:00-17:00; Dec 25 07:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2458517 14.1562636),121.2458517,14.1562636
POINT (121.2442596 14.1675728),Los Baños,4031,,dormitory,HAS Dormitory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2442596 14.1675728),121.2442596,14.1675728
POINT (121.2439751 14.167003),,,,,Canada Rose Laundry Master,,,,,,,,laundry,,,,Mo-Su 06:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2439751 14.167003),121.2439751,14.167003
POINT (121.2443409 14.1658849),,,,,Momzie's Enterprises,,,,,,,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2443409 14.1658849),121.2443409,14.1658849
POINT (121.2443542 14.165846),,,,,Trix and Trish Gift Shop,,,,,,,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2443542 14.165846),121.2443542,14.165846
POINT (121.2412576 14.1683393),Los Baños,4031,Ruby Street,restaurant,Faustina's,,,,,,,,,,,,Mo-Su 11:00-20:30,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2412576 14.1683393),121.2412576,14.1683393
POINT (121.2423561 14.1656688),,,,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2423561 14.1656688),121.2423561,14.1656688
POINT (121.2413802 14.1643922),,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2413802 14.1643922),121.2413802,14.1643922
POINT (121.2440199 14.1697969),Los Baños,4031,Lopez Avenue,,Vhec Store,no,,,,,no,,convenience,yes,,,,,,,,,,10385,,,,,,,,,,,,,,Mo-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2440199 14.1697969),121.2440199,14.1697969
POINT (121.2414689 14.1682306),Los Baños,4031,Ruby Street,,Upbeat Merchandise,,,,,,,,clothes,,,,,,,,,,,,,,,,https://www.facebook.com/upbeatmerchandise,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2414689 14.1682306),121.2414689,14.1682306
POINT (121.2424663 14.1695432),,,,place_of_worship,Church in Los Baños Meeting Hall,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2424663 14.1695432),121.2424663,14.1695432
POINT (121.2416984 14.1687655),Los Baños,4031,,,,,,,,,,,laundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2416984 14.1687655),121.2416984,14.1687655
POINT (121.2442484 14.1645456),,,,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2442484 14.1645456),121.2442484,14.1645456
POINT (121.2409673 14.1645806),,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2409673 14.1645806),121.2409673,14.1645806
POINT (121.2399793 14.1665525),,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2399793 14.1665525),121.2399793,14.1665525
POINT (121.2443473 14.1688685),Los Baños,4031,Lopez Avenue,restaurant,Daniela,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2443473 14.1688685),121.2443473,14.1688685
POINT (121.2443152 14.1688281),Los Baños,4031,Lopez Avenue,,Micha's,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2443152 14.1688281),121.2443152,14.1688281
POINT (121.2410936 14.1690989),Los Baños,4031,Ruby Street,restaurant,Dhenzmer's Extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2410936 14.1690989),121.2410936,14.1690989
POINT (121.241138 14.1689097),Los Baños,,Ruby Street,,Jhe School Supplies Store,,,,,,,,stationery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.241138 14.1689097),121.241138,14.1689097
POINT (121.2411503 14.168842),Los Baños,,Ruby Street,,Gillen's Store,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2411503 14.168842),121.2411503,14.168842
POINT (121.2414313 14.1687729),Los Baños,4031,Francisco O. Santos Street,fast_food,Uncle Jet's Burger Joint,,,,,,,,,,,,,,,,,,,10329,,no,,,https://www.facebook.com/UncleJetsBurgerJoint,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2414313 14.1687729),121.2414313,14.1687729
POINT (121.2244839 14.1819119),Los Baños,4030,Villegas,police,Los Baños Police,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2244839 14.1819119),121.2244839,14.1819119
POINT (121.2343308 14.1512635),Los Baños,4031,Valentin Sajor,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2343308 14.1512635),121.2343308,14.1512635
POINT (121.2350804 14.1520406),Los Baños,4031,Felix O. Chinte Sr.,restaurant,Sizzling & Combo Food Haus,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2350804 14.1520406),121.2350804,14.1520406
POINT (121.2436248 14.1675784),Los Baños,4031,Lopez Avenue,fast_food,McDonald's,,,McDonald's,Q38076,en:McDonald's,,,,,Vega Centre,UP Vega,24/7,,,,,,Golden Arches Development Corporation,,,,,,,,,0;1,,,,,,,PH00012124200839,,,burger,yes,,,,,,,yes,2026-02-14,مكدونالدز,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,yes,yes,yes,125,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2436248 14.1675784),121.2436248,14.1675784
